# morfessor1.0.perl, Mon Jun  6 23:43:37 2011
# Working dir: # -data 'bijankhan.txt'
# -finish 0.005
# -rand 0
# -savememory: OFF
# -gammalendistr: OFF
# -zipffreqdistr: OFF
# -load: OFF
# -trace 0
# Vocabulary:
1 عایق + دار
1 کولر + های
2 2850457
1 مناقصه + های
3 سی + متری
5 احمد + آباد
1 8 + 18 + 616
1 83 + 14 + 40
2 عالی + هٌ
54 کیلوولت
7 سپید + ان
2 در + و + هان
5 پلاکارد
1 اشغال + گ + ـ + ر
1 قوام + یافته
1 بشارت + های
2 فراهم + کننده
12 طوایف
1 و + ث + ی + ق
1 غیر + مسلمین
2 ال + باز
6 نفع + ی
2 6 + 19
2 مه + کام
2 بلداجی
1 م + سو + لین
8 158
3 مترمربع + ی
1 گندم + زار + های
3 چرا + ی
2 دام + ها
3 ناجی + ان
4 پلاژ + های
14 عبدالعلی
1 زار + علی
2 3 + 74
3 ایر + تور
3 ای + از + ی
4 سه + راهی
7 عبورومرور
4 347
3 نیمه + عمیق
5 4 + 70
1 با + با + لوی
1 چال + داران
1 عبارت + اند
1 دو + تار + نو + از
1 سالخورده + ترین
4 اصیل + ترین
2 دانسته + های
1 سر + پن + ت + این
5 عندلیب + ی
2 محمد + جلیل
1 کام + یا
3 آهسته + آهسته
1 تصانیف
1 مه + دخت
1 چتر + نور
4 چراغ + علی
1 وی + لن
3 تکنوازان
2 بدو + ک
5 منوشکین
5 فرهنگ + سرا
4 آری + ن
1 صحنه + پرداز
6 تااتر + ی
1 اجرا + هایی
2 ان + در + یاس
1 ه + و + روت
1 ما + قبل + نهایی
1 ش + ات
1 سکی + ن
10 کشتیگیر + ی
2 که + ربا + ی
1 ال + عطش
9 خالد
5 صادق + زاده
1 کسایی + پور
1 صفا + علی
1 کمال + یان
6 تورج
1 کلاس + نگ + ی + انی
1 شاه + نده
1 دو + ا + ای + زاده
1 تابش + نیا
2 هنگام + پور
2 آوا + نس
1 شاه + میر + یان
1 محمودی + نژاد
1 صداقت + نیا
5 شریف + زاده
2 حامد + ی
4 آل + ک
1 نعمتی + نژاد
1 زر + قی
2 این + ان + لو
1 شیخ + لی
4 لیمو + ن
2 میرزا + آقا + ب + یک
1 سیل + و + ی + و
4 برلوسکنی
8 آماتور
1 ایراد + ها
1 سرزنش + ها
7 گستاخانه
1 کنایه + هایی
4 کمر + شکن
3 به + غیر + از
6 موافقتنامه + ای
3 رشتههای + ی
1 تنیسبازان + ی
2 فیلیپ + و + س + یس
4 رفت + ر
5 میچل
2 گام + بیل
3 ولچکوف
1 سفیـد
3 بلک
1 زی + م + با + ب + ـ + و + ه
3 پوپ
1 آل + م + ـ + ان
19 رانش
1 بر + ست + ول
3 سه + طبقه
1 دروازه + نو
1 شب + کار
1 نخ + ها
3 کبیر + ی
1 فرو + نشان + ند
3 امیر + رضا
6 لودز
1 یار + گین
1 کار + تن
1 آ + دل + با + خر
1 این + تر + پل
12 کشف + شده
2 در + این + ارتباط
4 تندباد + های
13 رعدوبرق
1 بارش + ی
1 ه + انید
3 اوست + یا
2 حمله + کنندگان
1 ضد + خارجی
2 یوکسکآوا
1 7 + 60
1 فراوان + ترین
5 بوتفلیقه
1 مرتکب + ین
1 گل + بدین
5 حکمت + یار
10 اردوزبان
7 صلاحالدین
2 وی + سنت
5 آبرومند
7 دستوپا
29 دامپروری
3 فرا + بگیرند
1 پرتو + ن
1 کاس + موس
3 با + ی + کو + نور
1 20 + 13
1 پی + و + تر
1 دین + کین
1 جنگ + جویی
4 تزار + ها
8 چچنیها
3 میجنگید + ند
1 چینی + زبان
1 و + نو + ی + پو
3 شن + جو
1 ارنست + و
3 زدیلو
1 دیرپا + ترین
4 دولت + ش
1 پستهای + شان
1 مزرعه + دار
1 رک + گو
5 اشکلون
1 دین + ت + یا
1 شنود + های
2 دان + ل
3 تا + م + سون
1 رایت + یون
1 ول + سی
4 متولد + ین
4 اسکیزوفرنی
3 امر + سن
4 را + لف
1 ول + دو
1 30 + 81
1 28 + 81
2 دانشمند + ترین
18 باباطاهر
1 امریکا + ای + ان
2 شناس + اند
1 بیش + ه + های + ند
1 گاو + ان
1 گله + ها
1 بال + زنان
1 میشکا + ف + ند
1 اردک + ها
1 رم + ه + ها
1 کوهسار + ان
1 میچ + رند
3 چادر + ها
1 ی + که + و + تنها
1 نو + اگر
3 خلوت + ی
4 ب + نشین
2 در + قبال
2 خدا + ای
1 نام + حرم + ی
1 نو + اگر + ی
4 باز + میماند
2 تنها + ای
1 مغرور + ان
1 خود + پر + ستان
1 نوع + پرور
2 غار + ها
1 اغما + ز
3 دل + بسته
1 فرا + دارند
3 هم + زبانی
1 ی + که + و + تنه + است
1 خداوند + گار + ان
1 فرشته + گان
1 پاکیزه + روی
2 جهرم + ی
21 ستوندار
1 برجسته + های
3 ال + و + ان
1 ضد + اشتها
3 غیر + سمی
1 سی + 75
1 به + عهده
2 روز + ا + لین
5 گوسفند + ی
4 مشابه + سازی
1 کی + و + پی + د
5 دایانا
1 کروموزم + های
2 نیاز + شان
1 ش + م + پان + زه
5 نقص + های
8 اتومبیل + ی
1 او + مون
1 الخ + انی + و + رت
6 می + پذیرفت
1 مقابله + جویی
1 قرار + گاهی
1 چر + نور + ی + چی
2 ن + پذیر + ند
1 به + طور + قطع
2 ار + گون
1 چا + ورز
5 رودریگز
1 عربستان + یا + ش
1 چرت
1 چرت + ی
2 45 + 5
5 17 + 9
1 ن + میخوابیدند
2 میخوابند
1 به + ناگهان
2 ه + این + ریش
2 کل + ایست
5 اداره + های
1 با + طراوت
10 مسابقه + ای
3 پر + چربی
1 خی + طی
2 تکیه + کلام
1 مون + گول + فیه
3 قلی + ای + ی
7 حکمران + ی
1 پری + ام
1 پر + به + ا
1 اجسام + ی
4 در + گذشتگان
2 با + گذشت
1 سایه + گاه
2 عدل + پرور
1 عدل + گستر
1 گه + واژه
2 مسکن + ت
3 سخاوتمند
1 بالا + بر
4 سطل
7 غزال
3 میر + ی
3 محمد + ولی
2 خدا + می
9 هدایت + ی
1 صبور + یان
1 ی + ح + ی + وی
2 اردلان + ی
1 رضا + کوچک
1 با + با + زاده
1 میر + عابدینی
1 طباطباای + زاده
7 تومانی
5 صنف
5 مکعب + مستطیل
1 اسکناس + شماری
1 جدیدال + استخدام
2 میهمانی + های
1 ازدواج + شان
1 میپ + زم
2 خشک + کن
1 مباهات + ش
9 ن + میزند
1 پی + و + رک + و + فسکی
7 950
2 شوهر + ها
1 گات + من
1 ویت + کین
1 شوهر + شان
1 همسران + تان
1 خواسته + اش
1 کات + لین
1 تولد + شان
1 پوشیده + ام
2 م + شوش
1 ظاهر + شان
7 دروغ + گویی
1 پس + تهمت
2 گر + اید
2 شدن + ش
1 آن + ات + ول + فرانس
10 میخچه
1 ضایع + های
10 برجستگی + های
1 میخچه + ها
1 پیچ + انداخت + گی
1 جا + دار
1 بالش + تک + های
3 قرار + دادن
1 سنگ + پا
1 تراشید
1 طبیعی + اش
4 د + سر
2 توت + فرنگی
6 کاکا + او
3 شیرینی + پز + ی
3 ف + ویل
1 برگردانده + اید
7 گوشه + های
2 بچسبان + ید
2 ف + و + یلی
2 شکلات + ها
10 قشر + ی
1 ب + چ + س + بند
3 کاسه + ای
2 کف + گیر
2 هم + زن
6 سین + ی
1 قی + ف
3 توت + فرنگی + ها
18 شستشو
1 ب + چین + ید
9 صندلی + های
3 جرم + ها
1 باز + آمدم
5 2 + 69
1 خانه + گزید + نی
1 اش + اری
1 پر + معناست
1 شعر + هایی
2 بیت + ها
1 تو + لای
1 پاک + بوم
1 برانگیخت + م
2 ارمغان + ی
1 ال + مست + عصمب + الله
1 حبس + ت
1 ب + ج + فنی
1 الم + دام + ع
1 لا + تجری
1 طغ + ی
2 ال + ما + ا
1 است + ط + ال
1 ال + سکر
2 مستعصم
11 تؤثر
9 قصیدهٌ
1 ض + فا + دع
1 تل + ع + ب
1 فرح + ث
1 ال + قعر
1 ع + فا + الله
2 عنا
1 ما + مض + ی
1 جری + مث
1 بال + جمیل
1 ال + صبر
1 ب + بخش + اید
1 گزنده + تر
1 ز + بر + دستان
3 ن + شاید
1 سازش + کار + انه + ٌ
2 برادر + زاده + ٌ
8 قتلعام
1 در + میگذرد
1 نا + شده
1 ب + نهاد
7 ترجیعبند
1 مرثیه + ٌ
2 با + شتاب
1 با + م + فرو + افتاده
1 جد + ت
1 نما + نم
1 بیگ + نه
1 بود + ت
3 سلجوق
1 اما + ل + فساد
1 نا + اهل + تر
1 اوقات + ش
1 ب + پوشانده
1 م + گوی
1 سست + ترین
1 مضحک + ی
3 اب + ش
1 من + کو
7 ارغون
1 بم + ی + راد
1 هیچ + ش
3 6 + 85
1 دل + شکسته
2 اندرز + ی
1 نوبت + ند
1 س + پنج + سرای
1 بسر + اید
1 مرثیه + ای
5 تهنیت
2 انکیانو
2 6 + 77
1 با + م + ها + بت
1 ت + رساند
1 ا + با + قا
2 پر + و + راندن
3 مغضوب
2 بهانه + ٌ
7 جادوگر + ی
1 در + ن + بندد
3 پیش + از + آن
1 خرمن + ی
1 میباید + ت
1 تخم + ی
1 سعدی + ا
1 در + کار
1 خ + تا
1 با + کش
1 ب + گردیده
1 بیت + هایی
1 حرام + ش
1 پیش + ش
2 قفا
3 ذ + م
1 ن + شنود + ه
1 ع + م
3 تو + اند
1 نیر + زد
2 عاقل + ی
6 جهد
1 صیقل + ی
1 ختام + های
2 ن + پس + ند + ند
1 نفس + ت
1 ب + داری
1 موکل + ی
2 قصیده + سرایی
2 زمان + هٌ
2 رساله + ای
1 دام + دولت + ه
4 ، + ای
3 غم + ش
1 هال + هٌ
4 دنبال + هٌ
1 موی + ش
1 زلف + ی
2 موی + ی
1 ن + الی
1 لاغر + میان
1 اع + جو + ب + هٌ
1 نادر + اتم
1 عقل + م
1 چن + و
1 کوی + م
1 بف + ش + اند
4 ب + نشست
1 ا + گز + ما
1 که + یر
2 عط + سه
2 کودک + شان
2 بادام + زمینی
4 ایمونوگلوبین
2 R + AST
4 بر + آمد + گی
1 گز + ش
1 عفونت + ها
5 میسنجند
1 با + با + خان
1 فقدان + ی
1 ش + گفت + معماران
1 در + دان + های
1 مجلس + نشین
1 بر + زنی
1 چک + امه + های
3 نیاکان
1 هم + آاین
1 نشاط + تر
1 سرسبز + تر
3 وطن + خواه
1 میهن + دوستی
3 که + کـیلویه
5 چاره + اندیشی
1 با + با + مید + ن
4 سپید + ار
1 غضروف + ی
2 صید + گاه + های
8 چابکسر
1 58 + 3000
2 8 + 250
1 40 + 20
1 78 + 80
1 79 + 20
1 W + e
1 A + l + way + s
1 re + ma + in
1 s + in + ce + re
2 and
4 ا + با
1 ال + زکی
2 ال + عسکری
1 والا + گهر
2 برومند + شان
5 مدیحهسرایی
1 55 + 10
3 76 + 04
2 Islamic
2 Centre
2 Engl + and
2 Maida
2 Va + le
5 London
6 امیر + فرشاد
1 ادعاهای + ش
4 نا + دم
2 مرعشی + زاده
2 اقاریر
1 تناقض + گویی + ها
4 تناقض + گویی
5 ابوالحسن + ی
7 دهقان + ی
1 تفت + ی
1 استعلام + ات
3 45 + 8
1 50 + 9
4 4 + 41
4 5 + 69
1 5 + 76
10 دیدگان
4 ابعاد + ی
27 ضربوشتم
1 آشوب + طلبی + ها
7 فرصتطلب
2 بحران + سازان
3 محکومیت + های
8 صواب
1 ن + نهاد
5 ت + غافل
1 تکاندهنده + ٌ
3 آمارهای + ی
2 کارشناسی + های
3 ندا + نیم
1 سیاسی + بینی
5 چشم + شان
1 فرو + بکاهد
1 ارتش + ا
2 غوغا
1 افزون + کننده
4 رواینتن + ی
7 معروف + ند
7 پهلوان + ی
3 رواینتن
1 غوطهور + ی
1 نقطه + ضعفهای + ی
2 بیثمر + ی
4 حصر
8 پرهزینه
8 گرانقیمت
1 می + کش + انند
4 مردم + داری
1 بحران + خیز
4 بیاموزیم
1 همیشه + پایدار
4 درس + ها
3 نزنید
1 اظهار + ی
1 ضر + و + ره + ای
13 قانونمند + ی
1 کمر + مق
18 تکریم
1 روز + ن + ـ + امه + نگار + ان
5 28 + 8
2 ارغنده + پور
3 حمی + را
1 ب + در + السادات
10 185
1 نیک + آهنگ
4 28 + 9
1 شرف + زاده
4 عمر + و + موسی
3 تفاهم + ات
1 ترتیبات + ی
1 است + فنی
1 کرون + ین
1 سامان + دهنده
1 ه + لیدی
4 جنبههای + ی
1 م + ـ + در + ســ + ه
1 ع + ال + ـ + ی
1 ع + ل + ـ + و + م
1 اجتمـاع + ـ + ی
6 تاریخ + نگاری
4 چپیها
2 چپگرای + ان
3 یورک
3 آرشیو + های
3 اوت + رخت
2 احسان + الله
1 تصفیه + های
4 استالین + ی
1 کات + و + زیان
5 های + ده
1 مغ + ی + ث + ی
2 و + نسا
2 بی + عیب
2 حماسهسرای + ی
2 کور + دل
2 خود + کام + گان
4 فاجعه + ای
1 طلای + ه + داران
5 مقدسمآب
2 انکار + ی
6 اغتشاش + ات
1 سوا + تدبیر
4 کوته + بینی
1 عبرت + برانگیز
1 لباس + شخصی
1 دل + جوای
6 تقریرات
5 روشن + گرانه
22 رسوبی
4 18 + 50
3 شاخههای + ی
1 3 + 100
11 مسیل
1 ب + تن + ریزی
2 خاکریز + ی
1 گل + باران
1 ستود + ند
3 لسانالغیب
2 لاک + ی
3 جرداق
1 طا + س
2 به + ن + از
1 پور + شیرازی
6 دست + غیب
1 قصه + خوانی
1 حسن + بیگی
1 عقده + گشایی
1 بلا + ریب
3 نگاری
5 ابتر
1 تجمل + اتی
1 نشین + ند
3 مزاحمت
4 نوامیس
1 مفسده + جو
1 تذکر + دهندگان
4 ضربوجرح
2 م + و + شکاف + ان + های
1 عادات + ی
1 افسار + گسیخته
1 نو + کیسه + ای
1 شتابزده + تر
1 گستاخانه + تر
1 حریص + انه
1 باد + آورده
1 نو + کیسه + ها
3 منکرات + ی
5 بر + چیدن
4 ت + قبیح
9 عقد + های
3 آن + طور
5 بر + می
1 حماسه + گون
2 دردمند + ان
1 بی + بن + دو + بار
3 پسندیده + ای
1 فضیلت + هایی
2 برخورداری + های
1 ترویج + دهندگان
1 شهادت + ی
1 مفسد + ان
1 سیاست + پیشه + های + ی
2 ش + ی + پور
1 بی + گدار
3 مید + مند
1 دلسوزی + ها
3 بر + و + بچههای
1 خشونت + ند
4 سعه + صدر
1 انحصار + طلب + ند
1 حریم + شکنی
1 اجتماعی + شان
1 که + ربا
3 قدرتمند + انه
1 تعویض + های
6 شهناز + ی
1 ریم + و + ند
1 مارتین + ا
1 هین + کی + س
4 لیند + سی
4 داونپورت
1 ی + لنا
1 دو + کی + چ
1 م + گی
3 48 + 11
1 شا + بیل
2 کوه + پی + مایی
2 پیمود + ند
1 خوردن + گ
9 هلالاحمر
3 توری + ن
8 موناکو
1 ورزشگاه + های + شان
4 وظیفه + ام
6 باتیستوتا
3 مستعفی
1 ورزشی + اش
1 خوششانس + ی + های
1 جنگی + دیم
2 نا + رضایی
8 تراپاتونی
1 تار + دلی
5 شاگردان + ش
5 نوارچسب
1 داد + و + بیداد
5 رباینده
1 چل + یابی + نسک
1 بر + یا + نسک
1 تگرگ + های
1 نی + در + اوست + را + ی + ش
1 نیمه + زمستانی
1 آ + در + نه
12 مینیبوس
5 هرویین
1 باسک + و
2 زمینلرزه + های
2 دیمیتری + و
2 آلبرت + ینی
2 لیلی + ان
2 تو + را + م
3 کاستا
1 ن + دود
1 ز + ات + کو
1 برگ + کمپ
1 چی + و + و
1 کوت + و
1 ب + یک + سنت
3 لیزا + راز + و
1 و + ها + کان
4 دروازهبان + ان
1 دز + ایل + ی
1 اله + سان + در + و
3 داوید + ز
1 جوز + پ
1 ی + اکو + و + نکو
1 ل + سین
1 با + ش + غیر + ستان
1 کال + مک + یا
1 جک + سون + ویل
1 مسلح + ترین
6 زیردریایی + های
3 هندوها + ی
1 داماد + ها
1 آ + . + کا + . + ال
1 16 + 74
4 ال + کسی
1 کو + در + ین
1 کور + دین
1 اوراق + قرضه
1 می + از + ا + کی
7 بوچر
50 خودگردان
72 کمپدیوید
8 نجمالدین
5 اربکان
6 بلومبرگ
10 والاستریتژورنال
1 فدرال + رزرو
36 خصوصا
1 متزلزل + ی
10 بریزمس
3 ناسیونال + یسم
2 گردانند + گی
2 نا + ی + جل
19 پارسونز
3 چتر + باز
2 دارا + م
1 روش + مندی
4 تکنگاریها + ی
1 تا + و + ک + را + سی
2 و + ند + ن + برگ
4 مونپلیه
2 روی + م + بک
1 غ + را + ب
1 برنارد + ینی
2 دلار + ام
2 بهرام + نامه
1 فر + زد
1 سو + آز
1 هر + د
3 دیپلمات + ها
2 را + ن + گونی + های
4 ا + روند
1 22 + 89
21 سرپوشیده
4 بر + مه
1 زن + گویی
1 رنگ + و + نی
1 من + ق + دین
1 لاک + و + مپ + انی + دو + فرانس
1 تجدید + نظر + گرا
1 فا + یار
1 حذفی + اتی
1 لوپ + و + آن
1 اون + مان + دو + ژ + و + دی
2 ییل + م + از
2 آب + راههای
12 مالاریا
5 18 + 89
1 جداای + طلب
2 190 + 3
7 19 + 14
1 توری + خو + س
1 وفادار + ترین
3 الموندو
4 در + یدن
1 مک + افات
2 اخلاقی + اش
1 کند + ال
2 مخالف + یم
3 چونوچرا
4 آن + ژ
2 15 + 14
1 بلی + نگر
6 قیمتهای + ی
1 قطعنامه + ٌ
2 هم + همان
5 رفته + ایم
9 برگردیم
2 مایع + ی
1 سوزان + نده
1 اسف + نگ + تر
9 پااین + ی
5 اسید + ی
1 صدمه + ٌ
7 ن + کشید
2 ادویه + دار
3 نر + و + ید
2 ن + میروم
6 بخوانم
1 آبروی + م
6 تا + تر
1 گریم + ت
2 ن + روی
1 عین + خیال + ش
2 گریم + م
2 جواب + شان
2 ماسک + ی
1 تا + تری
1 نقشه + ایشان
1 خنده + شان
3 موقع + ها
1 حکم + های
3 جلاد
9 راه + روی
5 را + هر + و
4 می + پیچید
1 دلشوره + ام
9 نتوانیم
1 پادشاهی + اش
1 بیف + تم
2 کتک + ش
3 نمیتوانست + م
5 سیاه + رنگ
4 جیب + م
4 پوست + ش
1 پشم + های
1 چپ + اند + م
1 نشان + دیم
1 چسباند + م
1 پرز + های
4 دماغ
1 عط + سه + اش
15 مش
1 سرای + دار
1 پیچید + یم
1 تماشاچی + ها
7 مواظبت
3 نگهبان + ها
15 هر + ی
1 خدا + خدا
1 سر + هم
1 نیمه + اش
1 عینک + مان
1 فدای + سر + مان
3 ن + گفتم
6 سیب + ی
1 گل + برگ + ی
1 پری + زاد + ی
1 گیسوان + ش
1 تِل
2 پری + زاد
1 روی + ید
1 کوچه + باغ
3 آشیان
4 در + از + ش
2 خار + پشت
1 بی + دندان
1 پو + زه + ٌ
2 مورچه + ای
1 موریانه + ای
5 جلوی + ی
3 ای + فل
1 عظیم + ش
2 ب + چرخاند
3 ستاره + ٌ
1 گو + با
1 می + کارد
1 کیسه + ات
1 میخ + و + اهنـد
1 ش + ـ + و + ند
13 کوچول
3 دو + تایی
2 آخر + از + همه
1 ب + با + ف + یم
6 نور + ها
1 ن + برید + ی
1 ات + ـ + ـ + و
2 زانو + های + ش
9 ات + و
1 معده + ٌ
2 دفعه + ٌ
2 می + پوشانید
7 یک + دگر
1 سپید + پوش
2 سیه + پوش
2 سب + و
1 قدح + نوش
2 پی + ره + ن
3 همسر + ی
2 مرگ + م
1 در + بارش
3 تاج + محل
2 عده + ٌ
2 09 + 01
2 12 + 34
1 0 + 09 + 8
1 I + r + a + n + Link
1 07 + 94
4 9 + 45
1 65 + 25
1 87 + 59
1 97 + 69
1 E + t + te + la + a + t
1 تا + یم + اوت + DE
1 آبــان + D
3 06 + 9
1 2 + 36 + 2 + 57
1 2 + 35 + 8 + 37
5 کانتر
1 6 + 97 + 148 + 88
3 الاهرام
3 و + الر + ی
1 مانیل + ف
6 سازند + های
2 عبد + خدایی
6 لبنیات + ی
2 کس + ن
1 کر + کران
1 فتحی + سرور
1 حج + ج + اسلام
3 پیشتاز + ی
1 س + قیم
2 گمارد
2 سامان + بخشی
1 ملزومات + ی
6 عملکرد + ها
5 حفره + های
1 رحمت + الله + علیه
2 آمیخته + اند
3 بین + ات
1 تقدم + ها
1 تؤخر + ها
1 ترتیب + ها
3 مجتهد + ین
1 جامع + ال + شرایط
1 منصوب + یت
1 رسیدگی + ها
1 تخصصی + تر
2 هیچ + وجه
1 قضاایه + ای
1 فاجعه + آفرین + ان
1 بزرگواران + های
4 عصبی + ت
3 تحریکات + ی
1 جستهوگریخته
4 فاشیستی
2 قدرت + طلبانه
1 خود + ساخته + اش
1 میپ + ره + یزد
1 دگر + با + شان
3 بعدی + اش
3 اشباح
1 تنبیه + ی
3 سرمقاله + اش
1 هم + و + غم
2 رایسجمهور + شان
1 مشفق + انه
1 مح + ذ + و + ری + ت
2 افترا + ا
3 در + عمل
2 فرانکفورت + ر + آلگماینه
5 رنجیده + خاطر
3 اخلال + گران
1 دیدگاههای + شان
3 تم + نیات
1 گل + ایل
1 تراکت + های
1 60 + 7 + 000
1 58 + 200
1 12 + 550
1 40 + 15
1 78 + 40
1 78 + 90
6 سیاستهای + ش
3 ابتداای + ترین
3 م + وطن
2 مذاکرات + ش
5 گیریم
14 نفتخیز
1 گچساران + ی
1 نهفته + ای
1 ان.جی. + ال
1 گوهر + گان
10 تفرجگاه
1 شاه + زین + علی
16 کهگیلویه
1 سزاوار + ی + ها
1 توانمندیهای + ش
3 محرومیت + های
6 آمایش
5 افتخار + آمیز
1 معجزه + گری
1 نگ + نجد
2 آیی + م
2 خیر + آباد
1 رو + نه + شاه + زین + علی
6 فوتمکعب
1 بوس + تر
6 148
2 مانیل + ا
1 روشن + دل
2 را + ی + زن
6 هومن
1 نی + ولی
1 جی + نیت + و
1 ایران + شناس
2 بد + سابقه
2 حق + طلبی
4 ازیکطرف
1 جسور + تر
1 گستاخ + تر
3 حربه + های
3 خشونت + گرایان
5 پیمود + ه
1 مقابله + های
1 واضح + ترین
1 سپرده + ایم
2 طولانی + ای
1 می + زدهاند
1 دانشجو + نما
2 نا + آرام
1 پ + را + کند + ن
3 پیوند + ها
1 حرف + و + حدیث
1 مطلع + ان
1 اشکال + تراشی + های
1 مانع + تراشی + ها
1 دانشجو + نمایان
4 سیاسی + اش
20 اخلال
1 برتری + طلبانه
3 پرت + گاه
3 مشاجرات
5 آرام + تر
6 دعوا + های
1 آبادانی + ها
1 با + وفا + ی + ی
8 تلویح + ی
3 غافلگیر + ی
2 غوغا + ی + ی
3 وقیح + انه
1 دشت + حلقه
8 نوکنده
2 آوار + برداری
6 دشت + قلعه
2 38 + 3
9 خندقی
1 اجتماعی + !D
3 لباف + زاده
1 وود + فورد
1 و + و + دبریج
7 پال
1 هار + ه + وی + ی
1 سان + دون
1 اشت + ول
1 سال + رنی
2 تاتیانا
1 پره + بین + یس
1 ماه + و
1 آن + سی + چ
8 پت
10 دیویس
4 جیووانی
1 درخشان + ش
1 بازیکن + های
1 کلا + دیو
1 جنتی + له
1 کا + بر + ینی
1 ان + . + ای + . + سی
2 پلاس + ما
2 پلاس + مایی
1 عریض + ی
9 بفروشد
1 وقت + و + بی + وقت
1 کم + رفتوآمد + ی
5 محرمانه + ای
1 8 + 31
1 9 + 86
2 3 + 76
3 بهاینترتیب + که
7 واگن + های
1 خابارف + سک
1 دورافتاده + ای
1 جی + زه
1 ن + ـ + و + سازی
1 ب + ـ + را + ی
1 ب + ـ + از + دید
1 علا + قم + ن + ـ + دان
1 ب + ـ + از + گشایی
1 یادگاری + ها
4 دخمه + ها
1 7 + 24
3 در + دم
1 آب + بردگی
3 لو + گار
1 چهارراه + ی
1 گرین + فیلد
1 بسان + و + ن
1 سبک + تری
1 رادیواکتیو + ی
1 میکرو + رنگین
9 راکتور + های
1 مصیبت + باری
5 با + روت
1 آی + و + و + ا
1 لانگ + آیلند
1 دیم + وی
1 و + و + دویل
18 خمپاره
2 رد + آیلند
3 اکولوژی
1 نا + را + گان + ست
1 پر + او + ی + دن + س
1 پر + و + دن + س
3 قایق + ی
6 را + داری
2 جنایتکار + ی
1 سی + شن + کای
3 کاراته + کارهای
2 پامپلونا + ی
4 19 + 26
2 پامپلونا
2 45 + 3
1 ش + یک + ا
3 شیما
1 کی + چ + نر
2 ب + وار + های
2 سوا + مدیریت
1 انگشت + نما
1 دا + خا + او
1 ادا + ن + ین + برگ
5 بازدارندگی
1 توقیف + شدگان
1 بل + سن
1 بوخن + والد
5 2 + 39
1 را + و + نس + بر + و + گ
1 ما + تا + و + زن
1 تر + زا + ی + ناشتا + ت
1 آش + و + وی + تس
1 تراب + لین + کا
1 سو + بی + بور
11 هیتلری
3 پری + ان
1 و + ب + سایت
21 موضوع + های
1 جهان + نورد + ی
6 گوشهوکنار
1 کفشهای + ی
1 پی + ستونهای + ی
8 فنر
2 کار + بر + اتور
3 جرقه + زن
2 سیم + ها
24 لولهها
7 آبی + رنگ
6 سیاهچاله
1 اتم + ه + است
2 امـ87
4 19 + 18
2 ببلعد
3 ل + به + های
4 گازهای + ی
7 گاز + ها
4 اتم + ها
5 میدان + ها
2 پیچ + ش
1 بگو + م + گو + DE
2 شوهر + تان
18 درآنصورت
2 ناکا + ساک + ی
2 ان.اچ.کی
1 است + ارت + بی
1 کلاهک + های + ش
1 دو + این
1 تاکید + های
2 75 + 5
4 تکزاس
1 بیوک + ن + ن
3 نی + در
1 کیز
1 نیم + ر
2 فلز + شناسی
10 اریسمان
3 معدن + کاری
6 فلز + کاری
2 تفاله + های
6 محوطه + های
16 تدفین
2 چ + گین + ی
5 وطن + دوست
1 معدن + شناس
1 و + ش + نوه
1 معدن + شناسی
1 پنجاب + ی
3 تامیل + ی
1 مرا + تی
1 اور + یا
1 گو + جرات + ی
1 راجستان + ی
1 آسام + ی
2 کشمیر + ی
10 سانسکریت
1 رگ + و + ی + دا
1 هند + و + ای + سم
38 شهرزاد
2 تصویر + گران
1 چند + جلدی
1 کلاسیک + های
3 علی + با + با
4 سند + باد
4 برخورد + م
10 داستانهای + ی
1 با + مزه + اند
3 شهر + بانوی
1 می + تن + ید
1 دم + بخت
1 آل + و + لی + تل
2 کر + و + تیر
1 حرم + ها
2 توجه + م
3 قصهگو + یان
6 قصه + گویی
35 کلمهها
1 سپاهیان + ی
2 داستان + ه + است
7 جواب + های
6 ایبسا
9 قصهای
2 توجه + شان
2 خمر + های
1 فرد + ایشان
2 قصهگو + ها
1 فرزانه + تر + ند
4 قصهگو
1 خرد + ی
1 نیاز + ش
4 نهفتن
2 قصه + اش
5 کتاب + م
2 نیندیش + ی + ده
1 قصههای + شان
1 تحریک + آمیز + ترین
1 فتنهانگیز + ترین
5 شهد
1 مینوش + اند
1 محدودی + م
11 برتون
2 از + قضا
1 چند + بخشی
2 چهار + بخشی
1 چهار + آزاد
1 سوای + ت
1 ریم + سکی
2 کورساکف
4 ایرانی + ام
1 شهر + آزاد
1 دو + بخشی
28 تلفظ
1 سه + بخشی
1 شهر + آزاد + ف
1 غ + ایرانی + ان + ف
2 دنیا + زاد
3 دو + انده
4 سخاوتمند + انه
2 یاری + م
10 مسری
5 نکته + های
1 تشویق + م
1 پایان + ناپذیر + م
4 شخصی + اش
1 شوهر + خواهرش
1 کالیفرنیا + ست
1 اری + گان
1 دست + نوشتههای + م
1 اشتباه + های + م
1 بسیار + م
2 است + عاری
2 کم + بل
1 مه + ذ + ب
1 رمان + س + های
1 پر + و + و + نس
1 چا + و + سر
5 قرنها + ست
2 ت + یلور
1 کولر + ی + ج
1 و + رد + زور + ث
2 حج + یم
4 کرباس
5 لذت + بخش
4 پروست
1 ایت + ال + و
1 کال + وین + و
2 پو
1 خو + خه
1 بار + ث
3 مستعد + ترین
1 شیرین + سخن + ترین
2 ماندگار + ترین
1 امید + بخش + ترین
1 ای + اس + . + با + ی + ات + .
